17935	9	35175
65	9	439
1122	9	23212
25017	9	18392
6882	9	10563
34810	9	22728
11632	9	24469
18458	9	31641
15601	10	15600
17534	9	12584
30990	9	28312
7534	9	18226
29771	9	3592
14339	9	16095
9873	9	35523
8634	9	19910
2945	9	2944
19537	9	28961
720	9	26603
14237	9	14236
9481	9	158
38057	9	30720
6789	9	2507
6048	9	22594
2460	9	9748
4446	9	1807
38116	9	9
6093	10	24981
36533	9	24287
17500	9	17499
13100	9	9481
18557	9	18725
28399	9	24687
2443	9	5163
9303	9	21981
28882	9	3696
26452	9	7754
16624	9	15794
9572	9	9571
28523	9	16965
849	10	13402
21248	9	11908
