26184	1	32091
4194	1	6975
24512	1	24859
12274	1	9268
12842	1	15886
13394	1	3789
38200	3	8055
18270	1	18269
29179	1	10971
5734	1	377
14244	1	11981
10990	1	4301
16398	1	2783
32851	1	11382
5656	1	624
32035	1	33317
14022	1	6297
23685	1	146
6572	1	6944
4031	1	9327
37067	1	10473
12250	1	12717
14931	1	36099
7443	1	25067
15870	1	18392
3787	1	8742
11482	1	10803
25183	3	11235
15107	1	15106
4981	1	17073
10161	1	10160
26185	1	15249
1771	1	1770
26157	1	31405
6096	1	29574
9078	1	23938
20112	1	27611
15970	1	3369
32633	1	5596
4765	1	4764
35289	1	33808
7560	1	5488
3087	1	18847
29206	1	25712
14092	1	7130
3268	1	10028
15729	1	12999
38187	1	29741
27131	1	17012
7803	1	13968
3443	1	12083
26644	1	16054
7288	1	36878
12380	1	20717
176	1	25906
16545	1	14634
4313	1	3457
28721	1	22741
7280	1	26118
6607	1	11157
24287	1	17938
9673	1	8487
3814	1	3548
20051	1	20050
20861	1	5558
406	1	1287
29184	1	22723
3277	1	37105
1354	1	1353
24366	1	7539
28351	1	685
8053	1	32295
464	1	3675
4006	1	7203
1307	1	11050
38457	1	9568
5305	1	1
25315	1	20655
17226	1	10110
16554	1	29212
12378	1	3604
9895	1	13428
15667	1	15666
2507	3	4435
20849	1	14778
13053	1	24622
19502	1	12706
11732	1	7659
8178	1	11153
6696	1	21296
4136	1	4135
16679	1	16678
7532	1	7531
29273	1	14570
4951	1	5069
7948	1	8993
3755	1	18943
17857	1	11523
36099	1	14931
14834	1	5110
17939	1	17938
21326	1	23555
18377	3	4166
3968	1	5813
1365	1	15439
36078	1	7833
22353	1	15922
1604	1	6991
2547	1	14925
27683	1	39142
16503	1	110
32197	1	22383
23062	1	12031
2069	1	15760
22182	1	3014
31096	1	15639
7946	1	1765
22728	1	16506
12939	1	23279
13702	1	12070
15497	1	2938
24117	1	1225
23552	1	10327
19506	1	15393
8023	1	21296
1264	1	22448
14490	1	12757
9372	1	1508
28826	1	3712
13951	1	3521
18299	1	274
15954	1	34113
13878	1	26428
39002	1	39001
6286	1	7865
4532	1	26446
13955	1	11289
1592	1	17240
12623	1	6107
22297	1	8322
13968	1	7803
4547	1	21674
7982	1	20572
10421	1	10420
8464	1	8424
23763	1	3300
24479	1	23586
24178	1	9908
25316	1	746
3063	1	4791
1962	1	1961
11585	3	21329
32391	1	11972
26785	1	7703
20520	1	6788
14834	1	8390
11565	1	12441
18943	1	30961
12636	1	24788
20784	1	387
12153	3	19756
26984	1	38840
9435	1	13227
23798	1	23297
17011	3	17169
7442	1	23836
17432	1	30826
6375	1	8324
30297	1	3771
7272	1	33016
758	1	10360
5881	1	18355
1650	1	16394
9952	1	37466
32727	1	24872
15176	1	18854
23190	1	13002
5729	1	20226
8274	1	8999
8511	1	31347
29445	1	1550
647	1	6311
11643	3	3908
30998	1	7774
3167	1	6502
10786	1	14577
1205	1	23424
19169	1	25362
14940	1	12227
35238	1	8601
36661	1	39486
864	1	14562
4521	1	25708
10559	1	10558
204	1	3048
33754	1	5275
8019	1	30805
25276	1	3926
13830	1	7308
4506	1	9454
21168	1	10097
30839	1	10851
24013	1	23715
13758	1	29291
11789	1	24319
7072	1	9237
29	1	11186
21930	1	21045
5745	1	14074
9428	1	8999
26613	1	9037
24578	3	23111
21061	1	25626
13829	1	16710
13978	1	2276
32734	1	3419
4779	1	14955
3716	1	1998
2915	1	12159
522	1	21041
7592	1	9560
2035	1	8589
4666	1	4665
6144	1	19664
18213	1	18982
19296	1	6611
32071	1	23898
17492	1	20700
14746	1	23603
4225	1	11780
754	1	2375
16802	1	8850
1076	1	1075
