422	154	2438
12013	33	90
44	118	774
6850	24	1652
5308	124	10758
8254	110	494
10469	186	718
10778	80	911
5900	34	90
9937	39	10015
997	136	13843
2609	191	8799
7923	43	141
1411	167	1768
5733	86	7023
5090	85	1665
9453	48	382
14460	83	9760
2388	154	2438
12553	25	62
11341	48	32
9557	155	5161
12891	133	853
6785	166	90
6929	43	141
4511	124	4722
5649	48	32
2937	48	32
7316	25	62
10258	39	540
7879	48	32
1334	24	2309
12051	85	434
8590	24	6319
2715	217	3433
11146	115	747
13452	212	4563
2236	48	1124
2563	24	12317
3178	48	853
1888	136	3696
6164	100	10040
957	48	32
5354	34	90
6046	60	90
2419	224	6130
3587	100	160
5796	110	494
8381	85	434
6690	85	434
4879	48	4474
1036	116	4639
10190	43	384
11160	25	62
4823	223	4624
4831	100	160
35	136	2235
6614	217	10141
8317	43	141
1833	115	6114
4863	183	4725
8557	25	62
7938	120	791
8847	25	62
10495	116	6627
10523	184	3902
11700	85	434
3259	116	6960
2995	24	6403
8929	85	434
650	48	32
7436	217	3433
6901	85	1665
5969	48	32
5979	86	1938
3485	62	420
2779	85	1665
3030	159	13188
11090	48	32
4575	25	62
6913	48	382
3224	203	6322
6336	116	6385
10596	85	434
10522	24	8187
6261	24	2635
167	124	2956
13361	43	384
2215	48	32
257	25	62
7200	74	9082
4656	48	32
9215	136	12507
11113	43	141
13699	181	800
11936	172	7192
3446	25	62
8327	11	23
2783	210	3202
3553	25	62
10920	51	160
2968	203	4358
9530	48	32
8191	43	141
10546	34	90
1459	138	1086
1212	24	6489
14390	154	2620
3959	182	2517
942	100	160
9171	191	9801
1225	24	1327
11717	232	160
4561	24	9055
2422	48	32
9184	48	1928
4377	43	141
7912	84	10147
1925	43	141
3365	51	160
13434	195	2550
4128	48	32
13072	236	478
3676	48	32
2137	25	62
14244	43	141
14424	154	2438
10476	124	2846
8060	60	90
7973	39	4621
718	43	141
9365	24	11980
2477	43	141
8170	154	1437
3892	116	25
6719	11	23
4069	105	1305
10835	48	181
10268	185	32
7719	193	1934
2672	100	160
5532	25	62
1716	25	62
4828	39	10813
8353	85	434
3543	120	791
3031	48	1124
3031	24	249
7180	33	90
2209	25	62
2505	34	90
1386	182	2192
4940	109	11489
10328	25	62
2488	85	434
6412	48	32
527	60	90
203	48	32
4111	34	90
4388	100	160
8864	86	482
3476	85	434
11750	25	62
1312	136	3795
8365	115	6114
865	136	34
1216	43	141
11991	110	494
10354	113	737
10015	133	32
8822	85	434
5780	172	1978
1075	34	90
1075	11	490
11185	172	5721
2394	62	420
7415	25	62
2506	43	141
9329	172	2759
7813	162	9561
13008	143	9277
3509	160	8490
412	48	32
8453	85	1665
1903	138	7945
13897	62	787
9190	48	32
7242	85	434
6485	43	141
7841	24	10957
7979	154	1437
4369	85	434
6941	43	141
7365	115	747
1201	155	350
3262	43	141
6720	24	2607
2262	82	1771
3806	221	160
10042	43	384
3961	25	62
11368	48	1124
894	200	10858
5954	85	434
1195	86	690
2145	48	1124
4771	48	382
4303	39	150
2835	86	3655
816	154	2620
5972	48	1928
11917	48	1928
13909	43	141
3120	154	2438
5810	224	1327
6325	34	90
3868	24	10327
1569	85	434
1276	118	774
5361	43	141
12608	39	1458
4410	43	141
4570	11	23
7714	100	11058
2127	60	90
9550	25	62
1741	83	592
7228	166	5422
2569	48	32
13205	24	1183
8122	43	141
5261	191	10864
8703	34	924
12455	154	2438
1886	60	90
9583	25	62
3350	25	62
11039	48	382
6749	11	23
9364	11	23
5603	85	434
8556	91	494
4835	186	5695
2482	172	2759
269	115	10107
4047	85	1665
8318	43	384
4744	155	10156
1221	48	1124
3876	48	32
11472	85	434
8994	120	791
8245	48	32
6811	85	434
1174	60	90
643	11	23
4010	85	434
773	219	90
2189	43	384
6280	48	32
1751	120	791
11959	83	2780
2327	24	4464
4549	199	6615
8878	43	141
5664	85	434
3974	43	141
2793	82	6851
6774	118	774
1405	221	5397
8667	154	5054
8791	195	2550
7140	120	791
7140	154	2438
3892	115	747
11084	127	4331
9958	124	4722
11586	39	10705
12912	85	434
7287	120	791
769	82	44
10121	11	10567
7397	105	11813
8023	120	791
8508	217	3433
7793	116	11179
500	183	7147
5479	217	4081
4931	24	592
9675	48	32
12333	43	384
1434	43	384
7976	43	141
557	60	90
2264	183	6969
11028	24	13409
9659	191	6279
1638	43	141
6498	84	4391
2711	136	8222
11334	24	6088
6652	74	524
3665	85	434
6102	43	141
12036	120	791
9214	85	434
2981	172	8634
11928	25	62
7148	136	1511
1239	43	141
5464	221	7378
11563	154	1437
6932	48	1744
170	172	8634
10905	143	3373
3697	24	1327
12701	25	62
5335	115	747
12163	25	62
4695	115	747
6485	85	434
5623	48	274
5792	24	352
6766	48	32
2552	48	32
6289	154	2438
6176	25	62
7365	34	90
5145	34	90
10341	85	434
3041	48	32
12283	85	434
9283	11	23
575	11	23
13638	33	90
7046	83	1457
2513	34	90
9848	84	1099
821	154	2438
4766	11	23
13174	43	384
9016	100	585
4699	203	8708
10571	48	1124
9860	80	329
4086	82	6851
2494	85	434
7213	86	4316
14213	85	434
3868	85	434
2302	200	2883
979	39	43
1315	84	7695
3174	11	23
10966	143	226
5373	48	32
9242	86	3655
251	48	32
8586	11	1794
11089	74	1769
1548	43	141
11442	100	12734
5837	24	4464
7548	24	592
2669	43	384
2686	138	10388
13337	154	2438
4380	85	1665
11421	25	62
9040	138	1826
5192	155	10988
5260	34	90
2362	82	44
7612	43	384
9995	232	160
11584	16	32
3937	34	90
1988	116	6385
10775	120	791
700	85	434
11428	124	4722
6960	48	32
7838	172	2759
6242	11	10567
4210	85	434
12398	100	1672
3955	118	774
6892	85	434
1806	154	2438
12288	43	141
11947	43	384
4995	85	1665
2744	86	7023
7691	138	9717
4693	24	14118
11210	83	592
9326	24	4068
3550	80	344
1635	25	62
12830	48	32
10386	185	32
5295	39	7132
2945	25	62
12913	154	2620
3631	43	141
3229	83	9760
10517	25	62
4187	116	9664
10268	51	160
13818	85	434
2102	172	1978
2133	25	62
2854	82	7020
4093	82	1771
1680	24	954
1599	11	23
2212	136	3480
2212	155	808
3455	80	344
6250	25	62
8607	43	384
407	25	62
7591	25	62
5522	48	382
9177	118	774
13557	154	2620
6379	85	434
8118	25	62
605	85	434
6507	124	11653
5759	43	141
5804	25	62
6624	124	2956
2350	60	90
11881	25	62
7849	136	3795
9942	48	1124
4813	83	14222
1239	48	32
13462	25	62
6618	154	1437
3938	85	434
2921	48	32
8845	85	434
11446	85	434
7251	82	363
6938	199	10633
10128	85	434
12454	124	2846
4427	34	90
4427	136	3795
5020	115	747
794	154	1437
6446	25	62
10228	48	32
6342	11	23
2699	116	5673
9295	48	32
5605	43	141
1013	43	141
10976	43	141
8897	39	13931
2668	48	32
2039	118	774
6232	84	5506
11578	85	434
1468	48	6123
11458	43	141
539	85	434
920	25	62
7479	39	7089
2330	43	141
1340	62	420
3991	143	1044
1509	43	141
4137	11	23
8007	43	141
7515	43	384
4567	85	434
1685	25	62
451	85	434
7822	85	434
11790	82	1771
9815	43	141
9815	85	434
1593	48	32
14507	118	774
9872	39	120
7878	48	32
4140	187	2349
13142	33	90
8437	162	9807
13525	25	62
2037	48	32
11199	51	160
10684	33	90
5477	25	62
10979	48	382
11566	80	344
5474	48	274
14508	25	62
336	25	62
7862	25	62
5165	224	4152
1106	48	1124
7279	39	705
5979	11	23
14509	25	62
8318	85	434
1020	217	3433
4266	34	90
12195	24	5866
12407	25	62
9980	43	141
1440	43	384
2737	154	1874
4075	124	2846
12445	124	2846
11347	43	141
9427	48	32
11923	118	774
3557	124	873
1828	25	62
9939	48	1928
10116	120	791
3754	24	9109
5075	82	9081
12062	100	160
7631	124	2846
9997	80	4791
13753	113	737
2541	25	62
12246	24	14079
3471	48	32
1382	24	9568
4342	187	2349
10271	39	1327
583	80	911
4902	154	2706
12835	162	6604
5087	118	774
10172	136	8222
4827	85	434
5493	43	141
4773	116	3541
5861	34	90
11323	82	6851
11318	43	384
12528	48	32
3874	85	434
4993	82	795
4120	85	1665
2519	167	1768
2502	191	10864
4498	43	141
5332	24	2033
6835	43	384
12076	85	434
12333	48	1928
12347	85	434
5819	116	431
6089	111	11684
10681	48	32
4417	85	434
5482	39	540
10735	48	382
4388	85	434
3935	25	62
9382	25	62
4682	154	1437
155	25	62
3476	160	1327
3723	11	23
5936	172	2759
592	154	2438
13213	24	7132
6084	84	3309
1774	136	168
5194	43	141
7623	185	32
5596	85	434
3237	85	434
9743	60	90
7423	48	637
13415	118	774
694	43	141
13761	200	2883
7296	25	62
1964	60	90
9509	25	62
6545	48	32
4651	25	62
9317	11	23
10362	159	6871
5016	48	32
9116	43	384
7556	43	141
7936	116	8889
4928	43	384
4018	43	384
13786	108	90
10829	25	62
785	191	3567
2789	11	23
7003	115	6114
3161	124	2846
3400	60	90
1944	85	434
1165	154	2620
5072	25	62
12565	43	141
4335	25	62
3278	43	141
10235	118	774
3529	172	5721
12797	83	1445
9842	60	90
9086	85	434
10050	124	873
11860	111	7683
72	82	7142
9890	48	1928
5115	115	747
13236	24	11927
1008	120	791
3541	43	141
3824	109	3269
12485	43	141
668	43	384
6732	116	5221
4448	11	23
11754	224	6079
11754	85	434
11609	83	6079
2696	25	62
3687	82	8332
12300	154	2438
13205	202	10978
6971	48	9047
3626	202	7216
14056	120	791
666	34	90
11249	80	344
2459	48	32
3595	43	141
11022	39	540
1035	25	62
2651	25	62
8182	167	1768
1785	186	11031
3320	48	382
12195	43	384
11468	39	105
3896	48	158
3027	115	10107
9709	85	434
7453	82	1771
12483	116	6691
11882	25	62
14322	154	10452
7009	100	160
812	60	90
1190	24	4358
1552	62	420
12150	154	2438
4118	48	32
2437	25	62
6515	48	32
8609	11	23
14243	83	13246
12216	120	791
1567	167	1768
4526	48	32
1570	43	141
7194	159	10806
10878	24	9946
9184	85	434
9156	24	954
12015	85	434
2547	34	90
12427	48	32
9201	48	32
2328	85	434
2710	203	4152
7454	118	774
8892	24	8470
9136	25	62
5002	116	1995
5002	184	8438
2478	105	5338
12801	48	32
718	85	434
3368	43	141
5697	43	141
545	25	62
511	183	6838
13259	80	344
2323	91	494
10067	25	62
10072	124	4722
3138	109	3743
12558	48	32
7118	48	32
10805	24	9581
5857	116	3873
10045	236	4224
1705	195	2550
1699	34	90
4752	115	747
5516	11	23
9483	48	32
10955	25	62
11994	166	90
6247	25	62
2514	34	90
6682	43	141
9210	154	5054
9497	48	1124
7514	25	62
2339	48	382
13462	154	2438
7498	82	8686
6042	48	32
1461	235	2385
3441	100	160
11744	154	2438
5252	154	1437
11499	43	384
7030	209	3173
12410	11	23
4695	34	90
1361	62	420
4219	80	4791
13938	182	13938
10971	181	1002
6875	48	181
6340	34	90
1201	34	90
6968	116	6385
3787	43	141
11838	24	3160
2055	25	62
5601	115	6114
3683	172	1978
870	48	382
870	85	434
3711	120	791
4660	91	494
12510	120	791
12589	43	141
10797	172	8634
9711	11	23
5519	48	119
9637	82	13692
14357	25	62
6914	34	90
11715	109	4209
8623	43	384
9314	100	160
9235	172	7192
12520	25	62
291	136	2974
1707	172	2759
4717	154	2438
535	48	32
5213	217	3433
2928	43	141
12629	25	62
12485	48	853
14027	25	62
6256	82	6851
4382	116	5235
3032	232	160
13355	43	141
12392	43	384
9519	186	3949
8244	124	5655
9125	48	382
538	224	3885
10186	85	434
621	39	150
4326	48	1124
3277	34	90
8969	25	62
4252	82	1771
7448	43	141
3894	183	10421
5211	39	10717
5277	43	141
3030	85	434
13373	25	62
5164	25	62
11418	25	62
3093	136	3795
2276	43	141
8918	34	90
2524	100	160
5227	43	141
7200	116	8783
2121	195	2550
6792	86	1630
10335	185	32
6668	83	11647
4679	48	1124
616	43	141
9188	129	90
6159	62	420
4550	43	384
256	85	434
3113	24	12178
3652	159	12796
409	85	434
9202	82	7142
9493	39	592
1512	25	62
837	34	90
10326	39	6680
12686	43	141
6865	86	7059
4342	85	434
9195	199	3119
12266	224	4068
2137	85	434
8892	43	141
1539	34	90
11144	83	2879
143	83	2879
13053	48	158
1942	109	3423
9744	25	62
2579	25	62
10208	85	1665
755	60	90
9435	100	5334
7669	172	1978
12028	82	8686
6984	25	62
7286	51	160
4777	43	384
5570	25	62
13474	154	2620
5809	85	434
4292	48	1124
10525	143	1551
4034	85	434
2571	24	592
6468	43	141
1644	25	62
2652	25	62
9659	203	6279
6558	48	1124
3585	84	7044
6347	85	434
2378	34	90
12232	33	90
10316	193	202
10354	172	7192
12363	120	791
13662	202	3428
742	25	62
2594	48	119
13561	25	62
12884	85	1665
8398	86	3080
10489	120	791
12012	120	791
10891	116	5446
5968	11	23
10370	48	32
425	60	90
13323	181	7010
491	43	141
8548	85	434
8873	25	62
7597	84	4391
13418	48	382
14511	25	62
1343	113	2982
6278	34	90
5682	24	1044
1375	160	3514
2872	48	32
14512	118	774
12999	185	382
24	86	7059
6929	48	1124
2937	85	434
6366	25	62
8364	24	13305
12051	48	32
5802	25	62
12807	80	344
3495	34	90
9465	48	158
449	118	774
3742	25	62
14513	25	62
4477	43	141
8620	80	4791
6045	210	3202
11761	113	5770
8806	48	1124
5912	100	1672
7066	24	934
12400	48	32
11702	100	29
1182	25	62
11641	85	434
1707	86	10402
5660	11	23
9910	147	382
11801	232	160
35	116	9127
1684	24	592
3435	118	774
1536	85	1665
1164	195	2550
13122	154	2438
11277	80	344
13636	25	62
9854	48	181
7409	120	791
10502	43	141
10163	11	23
1521	136	689
7703	85	434
1706	48	1080
14062	25	62
1298	193	181
3582	109	11645
8627	48	32
9686	143	2792
4380	48	274
1131	221	160
5359	25	62
5400	25	62
9010	25	62
5236	109	50
9246	43	384
1568	100	160
11418	105	8805
7417	33	90
7648	43	141
14272	118	774
7617	25	62
1395	82	1771
1359	100	160
9866	48	32
1917	159	928
4805	143	226
3402	24	9694
5667	48	32
10331	84	1114
11924	80	344
7390	224	4712
6694	195	2550
8339	118	774
256	100	2272
431	43	141
4129	11	23
2189	224	8373
2555	193	637
12826	124	2956
5617	25	62
3227	166	90
9009	154	2438
5765	48	32
678	155	3423
11997	48	32
2480	116	12526
5263	48	32
4914	221	29
5087	195	2550
4956	172	2759
14228	33	90
4346	136	85
11318	48	1124
12437	86	7023
6223	167	1768
7718	100	7817
8710	236	32
7848	48	1934
1966	11	23
1722	43	141
9899	43	384
8755	100	160
5703	100	160
254	85	434
4786	48	32
639	155	11130
4978	25	62
10264	24	13810
12912	43	384
1128	48	32
7455	11	23
8854	25	62
9297	85	434
8093	48	32
61	48	32
1680	232	160
13873	85	434
175	185	32
115	24	1327
12293	43	141
12293	85	434
10416	143	3554
557	48	32
8607	100	160
905	147	382
5805	136	3795
10516	25	62
9696	34	90
9177	62	420
2766	11	23
2332	25	62
3738	43	141
13805	43	141
8650	143	95
10090	83	13245
1678	100	160
12139	200	10858
6691	48	32
7260	85	434
9576	116	3755
4245	116	10751
8968	25	62
2549	24	8761
1348	85	434
10963	154	2438
12882	25	62
5353	85	434
2618	24	5496
4179	25	62
2503	154	2438
10007	43	141
10309	187	2349
10096	154	2438
2855	60	90
1607	116	527
4719	186	11031
1612	43	384
4352	136	6814
1927	212	4563
7611	25	62
2035	25	62
2145	43	141
3619	85	434
3472	48	32
1643	155	3423
4041	82	2456
4852	154	1437
6787	25	62
3215	48	1124
10618	43	141
3017	48	382
5327	48	1080
7213	115	10107
5140	25	62
8015	43	141
8397	80	344
4444	100	160
10462	25	62
5572	187	2349
8011	86	5694
2533	85	434
4430	116	9016
7639	217	4081
8818	85	434
13024	82	1424
11745	16	32
4339	100	160
8544	25	62
4525	124	10811
9807	51	160
13205	39	7605
4400	11	23
5785	82	1771
4160	34	90
6952	48	32
4033	34	90
10053	43	141
8814	100	2272
7312	48	1928
1305	24	3955
6802	100	1672
9291	110	494
281	85	434
10956	43	141
4894	48	32
4142	74	2643
6475	43	141
1817	48	6281
9246	60	90
1204	154	2438
12395	120	791
11049	116	6627
2704	124	2846
503	203	12523
9220	11	23
9555	43	141
11143	124	2846
13994	25	62
2081	43	141
6922	124	3103
8976	212	4563
13176	43	141
12511	133	32
12820	24	43
852	84	6402
13308	43	141
68	62	420
8795	51	160
7600	11	23
4118	43	141
2475	136	3480
9376	25	62
3557	217	4081
9341	160	2792
2474	25	62
6672	120	791
7977	105	3924
2501	127	3796
11032	154	2706
7446	34	90
326	224	3885
9948	48	32
14515	118	774
1486	86	1702
8151	85	434
12090	83	5686
9201	43	141
1800	118	774
71	25	62
5783	43	384
6663	85	434
2159	85	434
3267	100	160
3026	25	62
1353	48	449
2311	43	141
4524	172	7192
10103	83	592
12028	24	7132
5821	34	90
11182	82	1424
227	24	592
8503	82	1771
1843	115	6114
5026	85	434
8930	48	32
10525	172	8634
3283	43	141
2074	48	32
9675	224	158
3792	24	6038
8567	48	32
6022	24	43
6022	43	141
13959	25	62
12189	25	62
8898	138	3916
8258	43	141
7040	34	90
1678	48	816
3579	34	90
7720	155	9456
8251	39	11317
1950	11	23
7360	154	1437
7069	39	2225
9873	100	1672
8005	43	141
10635	136	13843
5	136	5373
7388	25	62
4143	124	873
12782	127	1806
5335	86	7246
5766	138	1086
12885	154	2438
5389	185	32
7708	109	1482
7708	11	23
8572	25	62
9731	43	141
4452	51	160
12935	154	2620
1579	82	1771
8612	85	434
4009	193	181
6348	86	2316
8276	34	90
13578	154	1437
8915	160	637
109	11	23
2316	83	8321
424	143	1806
10767	25	62
1674	124	2846
1842	124	873
4161	25	62
10244	48	32
6056	116	4161
7630	11	23
4029	217	4081
6934	115	747
7207	48	32
8460	48	181
5771	25	62
3168	105	6049
3033	43	141
2333	183	10259
9235	113	737
12636	33	90
9774	25	62
6494	43	141
4122	48	32
13588	120	791
5660	136	6402
7877	136	6410
7566	105	5338
13498	25	62
10988	48	382
12300	25	62
11547	43	141
9315	82	1771
436	48	32
8740	48	32
9375	109	10098
4671	82	6851
3594	105	6049
3644	105	4258
11728	83	954
6133	11	23
4676	39	1327
2704	124	1311
4853	85	434
5459	167	1768
8377	25	62
10171	85	434
2374	24	13413
10950	85	1665
817	224	10213
4975	25	62
11548	25	62
692	48	32
9670	85	434
187	43	384
1984	136	4674
4279	25	62
7431	109	10897
12717	43	384
10176	11	23
4458	48	119
6242	34	90
4472	48	32
9518	155	9186
643	84	5254
3754	43	141
12288	85	434
5557	100	160
12813	85	434
10071	48	622
5797	48	32
9907	80	344
8125	80	344
9720	85	434
3688	86	2839
9227	39	10213
4467	236	8406
372	25	62
2366	85	1665
7520	34	90
6096	48	2121
13341	43	384
10314	191	9650
8710	118	774
4829	39	105
13021	33	90
13645	48	32
8272	25	62
8836	25	62
11899	127	4331
11590	110	494
12026	48	181
9954	43	141
1347	25	62
8707	43	384
8985	60	90
2529	25	62
5247	11	23
7591	82	1771
7231	25	62
2452	160	226
8090	43	384
6634	24	1652
7304	34	90
12073	124	2846
5772	34	90
10860	154	5054
12761	25	62
5673	48	32
9148	74	1769
14057	48	32
2757	224	1502
13565	185	158
8334	11	23
6353	25	62
7349	11	23
6638	11	23
3450	191	13527
5839	85	434
2211	82	1771
1932	83	701
1362	24	12101
2342	25	62
8900	83	4764
2140	34	90
7242	43	141
5984	85	434
5605	48	1022
1701	118	774
12312	100	1672
1912	85	434
11458	48	32
539	48	32
11270	139	90
3420	62	420
12112	34	90
3012	48	32
3967	100	160
9199	39	6904
2236	82	1771
2239	221	5086
11381	48	32
1152	110	494
8393	85	434
3852	115	747
1423	39	1327
8919	217	3433
10571	24	1553
11209	82	4372
5336	43	141
9541	172	1978
1920	25	62
11715	191	3567
111	116	9302
13066	113	737
4268	224	3885
10424	48	1928
1908	48	382
951	43	384
2963	83	13246
11939	154	1437
6472	84	5697
11935	43	384
12392	82	8686
4929	34	90
4503	184	8563
538	24	592
13804	199	10697
12681	34	90
