6180	148	2861
1454	92	5951
6651	13	637
1124	15	14037
1124	15	13245
140	6	6827
1899	7	6401
98	37	2794
9317	31	3257
3326	40	8901
411	13	68
9378	122	9995
10518	73	302
2208	66	2388
2868	95	2940
7603	103	4048
1718	157	8277
1718	157	10168
4143	101	1467
1234	18	2357
12739	131	181
1170	10	579
1170	10	233
10680	21	12790
9798	13	382
9923	101	3835
3826	7	1608
3826	7	5050
10695	17	215
441	32	1195
441	32	5044
441	8	4295
4085	13	449
10046	17	1002
92	23	3964
1642	32	3382
2259	7	7599
5615	76	7523
966	19	1857
4361	6	4482
785	106	6679
3373	15	3049
5292	17	215
3628	19	8424
5478	12	2298
1284	10	5491
179	7	1984
2270	14	29
2002	6	469
10587	17	3482
371	7	8420
14072	52	13950
4734	35	4489
6342	13	382
5883	137	7613
5883	137	6009
7209	6	315
1177	89	13544
5059	6	6793
7904	17	789
9296	19	559
5495	6	2030
9137	17	131
1818	27	2319
1374	20	13295
9453	41	1939
1375	21	5056
2232	19	9887
2232	19	337
2388	18	2436
982	7	5845
5145	14	160
9718	21	3284
10935	13	1164
12040	40	7077
2543	19	337
8917	198	160
11880	72	2012
1119	89	12932
2055	156	1503
3416	216	13202
1518	26	2948
1304	23	209
985	42	897
2535	150	382
4036	6	8454
3853	19	1759
8326	93	688
6803	20	2557
6803	20	12223
3105	17	4087
13239	58	11773
8364	19	1017
5647	7	5550
706	89	10376
2281	13	1080
8403	17	42
3632	26	1881
3632	13	622
4770	214	9335
4873	101	11875
1754	29	3794
1754	29	7468
8178	47	6464
1127	7	9767
1127	7	1843
10903	41	1240
3371	17	862
10932	101	1467
3967	17	1192
356	10	7603
12797	101	594
1327	15	105
11972	17	862
270	7	3149
5875	66	3160
8923	6	5398
190	72	626
4411	31	136
2168	13	816
3343	8	1468
525	14	1946
14317	46	152
10143	76	8001
8677	23	209
1608	12	2299
3785	14	5334
2781	6	4681
196	7	7152
3397	29	1302
2582	19	4686
11759	96	11622
842	101	3184
4296	106	43
1017	7	893
5994	61	6923
10618	17	862
4433	6	5891
5376	17	6198
6	66	0
1827	10	1909
6021	26	64
4086	19	931
410	32	1608
410	32	6028
10559	106	8016
69	7	1704
2556	42	7991
6653	35	3408
377	7	10459
275	174	1830
5549	13	419
4233	14	11307
10390	176	11506
4856	26	8130
2134	17	862
6214	13	27
1031	42	8030
8601	222	1046
5115	26	1877
13236	17	871
11187	66	249
8096	31	4
6693	101	6854
1823	13	7467
6138	47	1025
4688	17	131
7013	14	10013
3589	13	2046
7830	95	521
3044	31	136
212	42	3940
1654	7	6031
6453	104	2203
6453	29	1163
9115	17	1415
2687	76	8895
4246	13	2410
8661	17	215
7583	13	1080
1062	7	1132
2693	20	3628
9604	38	1743
6238	13	75
10305	6	7443
9013	13	2410
1330	89	8649
1741	76	3121
5845	13	4474
4824	31	1313
5074	13	274
1097	31	6607
1097	13	27
8865	176	8447
7671	19	559
4304	10	1403
9208	137	8161
3334	26	1877
955	47	8774
2751	20	8988
2751	20	9559
2751	20	9509
4836	150	32
4836	46	6296
5319	27	4124
5319	27	1662
502	7	10891
2769	29	8312
2769	29	1131
857	35	6778
3342	14	12043
3181	89	11357
4450	6	2281
7803	26	2948
1155	17	862
1155	6	12744
9229	216	9616
3660	106	1327
2995	66	3373
931	7	5936
1484	106	1080
1162	29	7590
6907	31	6346
74	29	68
2045	29	8168
7513	76	12166
6441	26	1098
6749	227	8988
3348	103	3059
2017	10	2202
3588	21	966
457	7	6502
457	7	8779
457	7	4333
457	10	6045
4565	40	5813
4046	14	160
430	8	3333
10907	35	9089
4462	6	6278
559	7	7300
1546	42	2543
1546	42	5948
1546	92	5030
1546	92	3419
9375	13	1304
9358	10	5023
1394	0	1
9143	31	1211
12164	170	2909
506	92	10219
506	92	4373
1271	92	4446
9783	20	5773
9783	20	6193
10217	19	11188
3644	28	32
2298	38	5478
3566	13	68
12359	18	6851
2417	15	8608
5130	4	117
1670	6	5653
14328	20	3121
629	13	449
1853	98	3175
1566	89	2844
1566	89	3063
7281	6	4699
12657	10	5382
2012	65	1162
11154	17	818
10313	26	990
7585	6	7719
2187	6	6792
3177	31	658
6757	23	3964
3117	52	5825
3117	20	3664
3117	20	3490
7967	17	2044
1019	112	8574
1019	89	11587
330	15	308
2121	152	13298
1963	17	789
1209	19	2031
578	10	358
4601	19	2658
9915	61	521
10226	28	382
1513	7	8546
182	90	1793
10412	38	9798
5127	13	1934
3483	19	1469
9759	19	20
12717	17	818
710	14	1946
2124	31	6937
3859	19	3724
4817	13	1394
6491	19	2351
169	44	11730
169	44	8653
2475	13	2282
4210	6	67
13322	216	6501
861	66	373
10188	20	11344
9993	19	9988
10980	67	844
9103	8	7524
5414	13	331
5177	17	818
3780	29	2978
3780	29	8097
11444	150	6281
3007	19	6373
11937	20	1951
3652	19	550
11710	15	9384
3672	10	5491
409	19	3458
3042	31	466
3042	13	637
463	20	5037
3201	7	6919
189	47	7030
1959	31	2512
13589	46	152
8033	44	2535
7254	10	233
250	14	160
41	17	871
112	7	5580
112	7	2624
7535	6	6011
6253	28	382
11041	31	439
11041	13	32
4630	26	64
1323	89	7839
3578	13	308
22	26	990
3681	106	592
4377	66	9221
6265	13	331
5186	27	988
6161	107	4
6327	163	1327
10229	6	234
10308	17	60
9470	26	2242
6001	6	6016
11697	26	1098
2153	7	3308
3737	101	2736
6865	28	1080
7622	19	931
6997	19	9062
615	29	3028
1796	130	841
7318	38	6061
7769	17	818
1831	17	862
622	69	4904
4979	35	855
2710	13	27
2318	13	68
4070	6	3238
166	19	559
1044	15	13811
1574	17	2948
5939	13	382
13341	17	243
495	13	3435
2261	20	5957
529	20	11588
6363	26	1936
5822	19	4418
8113	32	4163
3861	14	160
4330	101	1467
5348	101	9764
5468	179	236
832	38	3430
8543	176	12087
11408	188	3232
2658	7	5782
4500	9	2358
9260	121	10564
580	18	10398
3308	30	1017
3827	0	1713
1551	18	10398
13346	95	224
7692	35	1562
5447	13	2091
11182	6	7384
4489	15	11753
6079	148	2861
2102	101	1481
3844	19	711
2011	31	655
1350	13	158
2147	66	592
271	30	3869
4348	103	2296
5639	17	1002
6043	13	1585
11122	2	11452
6615	15	216
1347	19	5943
3046	42	9862
465	13	274
465	13	1046
375	20	7157
2250	2	7234
5801	14	160
3240	13	27
2729	28	32
10259	19	2167
12333	17	1192
1434	6	234
2212	13	68
3951	6	679
2299	19	261
11068	13	449
11068	13	68
367	6	1075
8441	19	1049
6250	13	449
557	19	6819
11026	121	2967
1386	10	9150
1135	19	9887
8083	47	6280
9004	67	6368
3481	26	2948
1389	7	7577
2641	104	1718
4076	19	10033
11261	28	382
4221	26	64
2820	7	5861
5659	21	4670
8116	31	136
8175	31	658
3407	35	7238
6347	19	4620
9949	6	1227
633	13	1304
181	15	13288
6422	19	955
2645	13	1260
5864	26	1936
13775	20	5931
900	13	32
1909	27	9373
3306	13	1304
6652	106	12101
6652	13	68
10808	6	9790
6671	38	4370
32	15	3991
32	15	13586
6930	41	2085
2118	21	11127
9346	47	379
138	42	9161
138	42	10342
4186	13	2046
2733	29	419
2733	29	181
11616	17	215
8990	17	871
1414	17	2123
360	19	776
1709	47	2152
564	8	3667
117	130	5130
2067	26	1881
6511	38	228
468	27	4112
6743	6	3864
1060	7	4384
12535	20	2306
2284	27	4407
1322	14	5334
5366	20	12884
4677	19	3241
9515	17	243
5596	17	2424
13671	150	1046
30	66	1327
7680	93	513
7680	93	960
467	7	1210
467	7	7348
467	10	7869
10322	17	243
497	19	1802
13267	17	393
740	37	6228
11455	27	5755
636	32	221
2001	27	647
4689	6	906
123	17	2424
1205	6	9049
128	41	138
3228	47	372
3209	8	2521
7429	0	4494
2807	13	202
1466	101	11537
5	90	1885
12895	26	342
6924	13	1934
1124	15	249
98	37	6547
6286	29	1164
2208	6	7791
8311	101	8400
2929	101	1800
1362	17	862
7556	66	7489
7730	20	10473
4473	30	8849
9108	5	399
2060	66	3243
4638	20	4675
9328	17	243
441	32	4940
3552	19	6449
1534	21	3172
3816	76	5030
5534	107	4
536	47	10531
4698	13	1682
4705	17	6287
7918	19	7255
3920	41	8938
7761	19	270
7209	19	536
6679	148	1922
1177	89	4029
1177	89	1090
1177	89	11768
1177	89	8073
1177	89	9579
5200	13	202
6993	15	1744
4219	68	7058
5439	13	1934
5439	13	1682
7282	214	10013
908	7	8003
3544	38	3349
7258	13	834
1073	137	10426
12142	6	3901
11659	14	160
1374	20	5239
1374	20	3591
1374	20	5596
6962	6	6687
9287	93	3501
10935	13	622
2656	19	543
3715	17	862
10341	17	60
4335	31	1426
273	101	2367
1937	13	1276
12129	66	1806
3886	26	1098
10115	19	5460
10115	21	172
10187	31	163
11807	76	12387
1468	8	3343
985	92	2029
4709	112	7940
4709	89	8919
3796	15	2501
8826	95	4288
3473	19	3661
808	17	215
2073	17	862
2255	17	2006
4837	13	75
1613	41	709
7656	17	1002
706	112	9764
706	89	6998
1580	13	637
6697	8	6768
2281	26	1098
102	19	2820
4873	61	6899
8615	6	4037
7377	107	9877
5137	6	5733
1698	6	3134
5802	31	10565
5802	26	1881
5027	20	10244
3337	29	640
7012	28	853
3909	26	990
10439	31	658
7508	10	3875
4711	19	5943
258	47	8868
886	19	261
6184	79	4683
9122	17	215
6352	27	8871
6249	31	7999
3003	13	32
6005	38	3075
270	7	1132
9630	101	2371
1314	2	3632
1314	2	4341
8923	17	818
11764	17	2006
1398	6	4272
1157	17	862
8620	68	8850
7870	17	862
1296	44	7110
9765	14	160
196	7	2684
3397	29	287
7207	8	5649
824	95	7766
139	9	8676
6046	19	1974
5392	76	3371
1971	13	607
2429	20	3779
10337	17	967
410	8	8923
7095	21	1689
10559	26	990
69	7	9022
7213	13	853
377	7	7213
8028	17	1753
1126	7	5753
4981	17	3091
6325	31	1211
3311	19	4649
13066	198	9654
5982	19	955
40	26	64
1071	7	6508
2961	6	6732
6357	26	1936
8669	8	1357
3356	10	2924
7370	17	1753
1915	31	3257
8105	20	7945
248	17	215
2871	17	2044
6235	20	6921
499	7	4756
1198	47	9866
8263	6	2409
8165	106	592
2687	76	3371
2687	76	7850
11116	19	559
496	13	1934
6385	38	6336
5318	19	739
2991	76	6773
9259	30	3228
1062	7	1897
6614	101	3232
2042	8	281
5713	29	274
6026	15	5225
1330	89	872
7171	10	6352
7744	26	342
5845	14	585
9033	8	1440
4809	14	10297
1410	157	2394
1803	156	6317
6002	19	2773
1830	29	3647
8227	23	10247
2053	6	9360
3880	17	862
890	23	57
